,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
1869,2863,2863,ATORMAC 20 TABLETS 10^S,ATORMAC20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1870,2864,2864,ATORMAC 40 TABLETS 10^S,ATORMAC40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1871,2862,2862,ATORMAC 10 TABLETS 10^S,ATORMAC10,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1872,2863,2863,ATORMAC 20 TABLETS 10^S,ATORMAC20,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1873,2868,2868,ATORMAC TG TABLETS 10^S,ATORMACTG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1874,2871,2871,ATORSAVE 20 TABLETS 1*15,ATORSAVE20,TABLETS 1*15, STRIP OF 15 TABLETS
1875,2874,2874,ATORSAVE CV 10 CAPSULES 10,ATORSAVECV10,STRIP OF 10 CAPSULES, STRIP OF 15 TABLETS
1876,2871,2871,ATORSAVE 20 TABLETS 1*15,ATORSAVE20,TABLETS 1*15, STRIP OF 15 TABLETS
1877,2875,2875,ATORSAVE CV 20 CAPSULES 10,ATORSAVECV20,STRIP OF 10 CAPSULES, STRIP OF 15 TABLETS
1878,2871,2871,ATORSAVE 20 TABLETS 1*15,ATORSAVE20,TABLETS 1*15, STRIP OF 15 TABLETS
1879,2874,2874,ATORSAVE CV 10 CAPSULES 10,ATORSAVECV10,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1880,2875,2875,ATORSAVE CV 20 CAPSULES 10,ATORSAVECV20,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1881,2871,2871,ATORSAVE 20 TABLETS 1*15,ATORSAVE20,TABLETS 1*15, STRIP OF 10 CAPSULES
1882,2874,2874,ATORSAVE CV 10 CAPSULES 10,ATORSAVECV10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1883,2875,2875,ATORSAVE CV 20 CAPSULES 10,ATORSAVECV20,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1884,2871,2871,ATORSAVE 20 TABLETS 1*15,ATORSAVE20,TABLETS 1*15, STRIP OF 15 TABLETS
1885,2881,2881,ATORSAVE GOLD 20 CAPSULES 10,ATORSAVEGOLD20,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1886,2881,2881,ATORSAVE GOLD 20 CAPSULES 10,ATORSAVEGOLD20,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1887,2838,2838,ATORIN 10 TABLETS 10^S,ATORIN10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1888,2838,2838,ATORIN 10 TABLETS 10^S,ATORIN10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1889,2840,2840,ATORIN 40 TABLETS 10.S,ATORIN40,TABLETS 10.S, STRIP OF 10 TABLETS
1890,2840,2840,ATORIN 40 TABLETS 10.S,ATORIN40,TABLETS 10.S, STRIP OF 10 TABLETS
1891,2896,2896,ATORVA E TABLETS 10^S,ATORVAE,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
1892,2882,2882,ATORVA 10% TABLETS 15.S,ATORVA10%,TABLETS 15.S, STRIP OF 15 TABLETS
1893,2883,2883,ATORVA 10% TABLETS 15^S,ATORVA10%,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1894,2884,2884,ATORVA 10% TABLETS 15^S,ATORVA10%,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1895,2885,2885,ATORVA 20% TABLETS 15.S,ATORVA20%,TABLETS 15.S, STRIP OF 10 TABLETS
1896,2886,2886,ATORVA 20% TABLETS 15^S,ATORVA20%,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1897,2894,2894,ATORVA E 20 TABLETS 10T,ATORVAE20,TABLETS 10T, STRIP OF 10 TABLETS
1898,2885,2885,ATORVA 20% TABLETS 15.S,ATORVA20%,TABLETS 15.S, STRIP OF 15 TABLETS
1899,2886,2886,ATORVA 20% TABLETS 15^S,ATORVA20%,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1900,2894,2894,ATORVA E 20 TABLETS 10T,ATORVAE20,TABLETS 10T, STRIP OF 15 TABLETS
1901,2887,2887,ATORVA 40% TABLETS 10^S,ATORVA40%,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1902,2888,2888,ATORVA 40% TABLETS 10^S,ATORVA40%,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1903,2895,2895,ATORVA E 40 TABLETS 10T,ATORVAE40,TABLETS 10T, STRIP OF 10 TABLETS
1904,2889,2889,ATORVA 5% TABLETS 15^S,ATORVA5%,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1905,2889,2889,ATORVA 5% TABLETS 15^S,ATORVA5%,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1906,2890,2890,ATORVA 80% TABLETS 10^S,ATORVA80%,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1907,2893,2893,ATORVA B 80 TABLETS 10T,ATORVAB80,TABLETS 10T, STRIP OF 10 TABLETS
1908,2896,2896,ATORVA E TABLETS 10^S,ATORVAE,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1909,2894,2894,ATORVA E 20 TABLETS 10T,ATORVAE20,TABLETS 10T, STRIP OF 10 TABLETS
1910,2895,2895,ATORVA E 40 TABLETS 10T,ATORVAE40,TABLETS 10T, STRIP OF 10 TABLETS
1911,2899,2899,ATORVA TG TABLETS 10;S,ATORVATG,TABLETS 10;S, STRIP OF 10 TABLETS
1912,2922,2922,AUGMENTIN 375MG TABLETS 10S,AUGMENTIN375MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1913,2925,2925,AUGMENTIN DDS SYRUP 30ML,AUGMENTINDDS,SYRUP 30ML, BOTTLE OF 30 ML SUSPENSION
1914,2934,2934,AUGPEN DROPS 10ML,AUGPEN,DROPS 10ML, BOTTLE OF 10 ML DROPS
1915,2934,2934,AUGPEN DROPS 10ML,AUGPEN,DROPS 10ML, BOTTLE OF 300 MG INJECTION
1916,2930,2930,AUGPEN 1GM BID TABLETS 10T,AUGPEN1GMBID,TABLETS 10T, STRIP OF 10 TABLETS
1917,2930,2930,AUGPEN 1GM BID TABLETS 10T,AUGPEN1GMBID,TABLETS 10T, STRIP OF 10 TABLETS
1918,2933,2933,AUGPEN 625 BID TABLETS 10^S,AUGPEN625BID,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1919,2938,2938,AUGPEN HS SYRUP%%%% 30ML,AUGPENHS,SYRUP%%%% 30ML, BOTTLE OF 3.6G/30ML SYRUP
1920,2934,2934,AUGPEN DROPS 10ML,AUGPEN,DROPS 10ML,VIAL OF 1.2GM INJECTION
1921,2943,2943,AUGXETIL CV 250 10 TABLETS,AUGXETILCV25010,TABLETS, STRIP OF 10 TABLETS
1922,2943,2943,AUGXETIL CV 250 10 TABLETS,AUGXETILCV25010,TABLETS, STRIP OF 10 TABLETS
1923,2944,2944,AUGXETIL CV 500 10 TABLETS,AUGXETILCV50010,TABLETS, STRIP OF 10 TABLETS
1924,2955,2955,AUSUM PL TABLETS 10S,AUSUMPL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1925,2955,2955,AUSUM PL TABLETS 10S,AUSUMPL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1926,2958,2958,AUTOLYSE OINTMENT 15GM,AUTOLYSE,OINTMENT 15GM, TUBE OF 15 GM OINTMENT
1927,2961,2961,AUTRIN TABLETS 30^S,AUTRIN,STRIP OF 30 TABLETS, STRIP OF 30 CAPSULES
1928,2962,2962,AUTRIN XT TABLETS 10^S,AUTRINXT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1929,2968,2968,AUXIPRO CAPSULES 3*10,AUXIPRO,CAPSULES 3*10, STRIP OF 10 CAPSULES
1930,3029,3029,AVIL 50 TABLETS 15,AVIL50,TABLETS 15, STRIP OF 15 TABLETS
1931,2980,2980,AVARTA UDR CREAM 33049904 10GM,AVARTAUDR,CREAM 33049904 10GM, TUBE OF 10G EYE CREAM
1932,2987,2987,AVAS 20 D TABLETS 10^S,AVAS20D,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1933,2988,2988,AVAS 20 TABLETS 30T,AVAS20,TABLETS 30T, STRIP OF 10 TABLETS
1934,2989,2989,AVAS 20 TABLETS 30^S,AVAS20,STRIP OF 30 TABLETS, STRIP OF 10 TABLETS
1935,2987,2987,AVAS 20 D TABLETS 10^S,AVAS20D,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1936,2988,2988,AVAS 20 TABLETS 30T,AVAS20,TABLETS 30T, STRIP OF 10 TABLETS
1937,2989,2989,AVAS 20 TABLETS 30^S,AVAS20,STRIP OF 30 TABLETS, STRIP OF 10 TABLETS
1938,2990,2990,AVAS 40 TABLETS 10^S,AVAS40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1939,2991,2991,AVAS 40 TABLETS 10^S,AVAS40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1940,2997,2997,AVAS CV 10 TABLETS # 10T,AVASCV10,TABLETS # 10T, STRIP OF 10 CAPSULES
1941,2998,2998,AVAS CV 10 TABLETS 10^S,AVASCV10,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1942,3000,3000,AVAS CV 20 TABLETS 10^S,AVASCV20,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1943,2984,2984,AVAS 10 TABLETS 30^S,AVAS10,STRIP OF 30 TABLETS, STRIP OF 10 TABLETS
1944,2985,2985,AVAS 10 TABLETS 10^S,AVAS10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1945,2986,2986,AVAS 10 TABLETS 30^S,AVAS10,STRIP OF 30 TABLETS, STRIP OF 10 TABLETS
1946,2984,2984,AVAS 10 TABLETS 30^S,AVAS10,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1947,2985,2985,AVAS 10 TABLETS 10^S,AVAS10,STRIP OF 10 TABLETS, STRIP OF 30 TABLETS
1948,2986,2986,AVAS 10 TABLETS 30^S,AVAS10,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1949,2988,2988,AVAS 20 TABLETS 30T,AVAS20,TABLETS 30T, STRIP OF 30 TABLETS
1950,2989,2989,AVAS 20 TABLETS 30^S,AVAS20,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1951,2993,2993,AVAS 5 TABLETS # 10^S,AVAS5,TABLETS # STRIP OF 10, STRIP OF 30 TABLETS
1952,2994,2994,AVAS 5 TABLETS 30S,AVAS5,TABLETS 30S, STRIP OF 30 TABLETS
1953,2996,2996,AVAS 80 TABLETS 10,AVAS80,TABLETS 10, STRIP OF 10 TABLETS
1954,3012,3012,AVERZINE 10 TABLETS 10^S,AVERZINE10,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
1955,3013,3013,AVERZINE 10 TABLETS 15^S,AVERZINE10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1956,3024,3024,AVIFOL TABLETS 1*10,AVIFOL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1957,3024,3024,AVIFOL TABLETS 1*10,AVIFOL,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1958,3029,3029,AVIL 50 TABLETS 15,AVIL50,TABLETS 15, STRIP OF 15 TABLETS
1959,3038,3038,AVIRON XT CAPSULES 12% 10^S,AVIRONXT,CAPSULES 12% STRIP OF 10, STRIP OF 10 TABLETS
1960,3039,3039,AVIRON XT SYRUP 200ML,AVIRONXT,SYRUP 200ML, STRIP OF 10 TABLETS
1961,3054,3054,AVOPROST D TABLETS 10^S,AVOPROSTD,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1962,3055,3055,AVOPROST TABLETS 10^S,AVOPROST,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1963,3075,3075,AXBEX DROPS 15ML,AXBEX,DROPS 15ML, BOTTLE OF 100ML SYRUP
1964,3078,3078,AXBEX SYRUP BIG 200ML,AXBEX,SYRUP BIG 200ML, BOTTLE OF 100ML SYRUP
1965,3079,3079,AXBEX SYRUP SMALL 100ML,AXBEX,SYRUP SMALL 100ML, BOTTLE OF 100ML SYRUP
1966,3080,3080,AXBEX TABLETS 1*15,AXBEX,TABLETS 1*15, BOTTLE OF 100ML SYRUP
1967,3076,3076,AXBEX NF TABLETS 15^S,AXBEXNF,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1968,3076,3076,AXBEX NF TABLETS 15^S,AXBEXNF,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1969,3097,3097,AXEPTA 60 TABLETS 10T,AXEPTA60,TABLETS 10T, STRIP OF 10 TABLETS
1970,3103,3103,AXIFUR 250MG TABLETS 10S,AXIFUR250MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1971,3104,3104,AXIFUR 500MG TABLETS 10S,AXIFUR500MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1972,3107,3107,AXINERVE D TABLETS 1*10,AXINERVED,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1973,3109,3109,AXINERVE P TABLETS 1*10,AXINERVEP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1974,3107,3107,AXINERVE D TABLETS 1*10,AXINERVED,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1975,3107,3107,AXINERVE D TABLETS 1*10,AXINERVED,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1976,3108,3108,AXINERVE NP TABLETS 1*10,AXINERVENP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1977,3109,3109,AXINERVE P TABLETS 1*10,AXINERVEP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1978,3108,3108,AXINERVE NP TABLETS 1*10,AXINERVENP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1979,3109,3109,AXINERVE P TABLETS 1*10,AXINERVEP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1980,3133,3133,AXOGURD SR TABLETS 10^S,AXOGURDSR,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1981,3128,3128,AXOGURD CAPSULES 10^S,AXOGURD,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1982,3130,3130,AXOGURD NT TABLETS 10^S,AXOGURDNT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1983,3159,3159,AZAX 200 SYRUP 15ML,AZAX200,SYRUP 15ML, BOTTLE OF 15 ML SYRUP
1984,3160,3160,AZAX 250 TABLETS 6T,AZAX250,TABLETS 6T, STRIP OF 6 TABLETS
1985,3161,3161,AZAX 500 TABLETS 3T,AZAX500,TABLETS 3T, STRIP OF 3 TABLETS
1986,3161,3161,AZAX 500 TABLETS 3T,AZAX500,TABLETS 3T, STRIP OF 5 TABLETS
1987,3163,3163,AZEARLY 80MG TABLETS 10^S,AZEARLY80MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1988,3165,3165,AZEE 100 SYRUP IP(100MG/5ML) 15ML,AZEE100,SYRUP IP(100MG/5ML) 15ML, STRIP OF 1 TABLETS
1989,3166,3166,AZEE 100 TABLETS DT 3^S,AZEE100,TABLETS DT STRIP OF 3, STRIP OF 1 TABLETS
1990,3168,3168,AZEE 1000 TABLETS 1TABLETS,AZEE1000,TABLETS, STRIP OF 1 TABLETS
1991,3175,3175,AZEE 500 TABLETS 3^S,AZEE500,TABLETS STRIP OF 3, VIAL OF 5 ML INJECTION
1992,3176,3176,AZEE 500 TABLETS 5T,AZEE500,TABLETS 5T, VIAL OF 5 ML INJECTION
1993,3177,3177,AZEE 500 TABLETS 5^S,AZEE500,TABLETS STRIP OF 5, VIAL OF 5 ML INJECTION
1994,3173,3173,AZEE 250 TABLETS 10^S,AZEE250,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1995,3175,3175,AZEE 500 TABLETS 3^S,AZEE500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
1996,3176,3176,AZEE 500 TABLETS 5T,AZEE500,TABLETS 5T, STRIP OF 3 TABLETS
1997,3177,3177,AZEE 500 TABLETS 5^S,AZEE500,TABLETS STRIP OF 5, STRIP OF 3 TABLETS
1998,3175,3175,AZEE 500 TABLETS 3^S,AZEE500,TABLETS STRIP OF 3, STRIP OF 5 TABLETS
1999,3176,3176,AZEE 500 TABLETS 5T,AZEE500,TABLETS 5T, STRIP OF 5 TABLETS
2000,3177,3177,AZEE 500 TABLETS 5^S,AZEE500,TABLETS STRIP OF 5, STRIP OF 5 TABLETS
2001,3181,3181,AZELDIP 16 TABLETS 10^S,AZELDIP16,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2002,3182,3182,AZELDIP 8 TABLETS 10^S,AZELDIP8,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2003,3188,3188,AZERVA 10 TABLETS 10^S,AZERVA10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2004,3189,3189,AZERVA 20 TABLETS 10^S,AZERVA20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2005,3190,3190,AZERVA 40 TABLETS 10^S,AZERVA40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2006,3191,3191,AZERVA E TABLETS 10^S,AZERVAE,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2007,3194,3194,AZIBACT 250 TABLETS 10S,AZIBACT250,STRIP OF 10 TABLETS, STRIP OF 6 TABLETS
2008,3195,3195,AZIBACT 250 TABLETS 6^S,AZIBACT250,TABLETS STRIP OF 6, STRIP OF 6 TABLETS
2009,3194,3194,AZIBACT 250 TABLETS 10S,AZIBACT250,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2010,3195,3195,AZIBACT 250 TABLETS 6^S,AZIBACT250,TABLETS STRIP OF 6, STRIP OF 10 TABLETS
2011,3198,3198,AZIBACT 500 TABLETS 5^S,AZIBACT500,TABLETS STRIP OF 5, STRIP OF 3 TABLETS.
2012,3201,3201,AZIBACT READYMIX 100 15ML,AZIBACTREADYMIX10015ML,, BOTTLE OF 15 ML SUSPENSION
2013,3202,3202,AZIBACT READYMIX 200 15ML,AZIBACTREADYMIX20015ML,, BOTTLE OF 15 ML SUSPENSION
2014,3198,3198,AZIBACT 500 TABLETS 5^S,AZIBACT500,TABLETS STRIP OF 5, STRIP OF 5 TABLETS
2015,3203,3203,AZIBEST 200 SYRUP 15ML,AZIBEST200,SYRUP 15ML, BOTTLE OF 15 ML SUSPENSION
2016,3203,3203,AZIBEST 200 SYRUP 15ML,AZIBEST200,SYRUP 15ML, STRIP OF 6 TABLETS
2017,3204,3204,AZIBEST 250 TABLETS 6S,AZIBEST250,TABLETS 6S, STRIP OF 6 TABLETS
2018,3205,3205,AZIBEST 500 TABLETS 3S,AZIBEST500,TABLETS 3S, STRIP OF 6 TABLETS
2019,3203,3203,AZIBEST 200 SYRUP 15ML,AZIBEST200,SYRUP 15ML, STRIP OF 3 TABLETS
2020,3204,3204,AZIBEST 250 TABLETS 6S,AZIBEST250,TABLETS 6S, STRIP OF 3 TABLETS
2021,3205,3205,AZIBEST 500 TABLETS 3S,AZIBEST500,TABLETS 3S, STRIP OF 3 TABLETS
2022,3213,3213,AZICIP 250 TABLETS,AZICIP250,TABLETS, STRIP OF 6 TABLETS
2023,3213,3213,AZICIP 250 TABLETS,AZICIP250,TABLETS, STRIP OF 10 TABLETS
2024,3214,3214,AZICIP 500 TABLETS 3^S,AZICIP500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
2025,3218,3218,AZICLASS 500 TABLETS 1*5,AZICLASS500,TABLETS 1*5, BOTTLE OF 30 ML ORAL SUSPENSION
2026,3217,3217,AZICLASS 250 TABLETS 1*6,AZICLASS250,TABLETS 1*6, BOTTLE OF 30 ML ORAL SUSPENSION
2027,3218,3218,AZICLASS 500 TABLETS 1*5,AZICLASS500,TABLETS 1*5, BOTTLE OF 30 ML ORAL SUSPENSION
2028,3217,3217,AZICLASS 250 TABLETS 1*6,AZICLASS250,TABLETS 1*6, STRIP OF 6 TABLETS
2029,3218,3218,AZICLASS 500 TABLETS 1*5,AZICLASS500,TABLETS 1*5, STRIP OF 6 TABLETS
2030,3217,3217,AZICLASS 250 TABLETS 1*6,AZICLASS250,TABLETS 1*6, STRIP OF 5 TABLETS
2031,3218,3218,AZICLASS 500 TABLETS 1*5,AZICLASS500,TABLETS 1*5, STRIP OF 5 TABLETS
2032,3221,3221,AZIDERM 10% CREAM 15G,AZIDERM10%,CREAM 15G, TUBE OF 15 GM CREAM
2033,3222,3222,AZIDERM 10% CREAM 15GM,AZIDERM10%,CREAM 15GM, TUBE OF 15 GM CREAM
2034,3223,3223,AZIDERM 10% GEL 15GM,AZIDERM10%,GEL 15GM, TUBE OF 15 GM CREAM
2035,3224,3224,AZIDERM 10% GEL-30049087 15GM,AZIDERM10%,GEL-30049087 15GM, TUBE OF 15 GM CREAM
2036,3221,3221,AZIDERM 10% CREAM 15G,AZIDERM10%,CREAM 15G, TUBE OF 15 GM GEL
2037,3222,3222,AZIDERM 10% CREAM 15GM,AZIDERM10%,CREAM 15GM, TUBE OF 15 GM GEL
2038,3223,3223,AZIDERM 10% GEL 15GM,AZIDERM10%,GEL 15GM, TUBE OF 15 GM GEL
2039,3224,3224,AZIDERM 10% GEL-30049087 15GM,AZIDERM10%,GEL-30049087 15GM, TUBE OF 15 GM GEL
2040,3225,3225,AZIDERM 15% GEL 15G,AZIDERM15%,GEL 15G, TUBE OF 15 GM GEL
2041,3226,3226,AZIDERM 15% GEL 15GM,AZIDERM15%,GEL 15GM, TUBE OF 15 GM GEL
2042,3227,3227,AZIDERM 20% CREAM 15G,AZIDERM20%,CREAM 15G, TUBE OF 15GM CREAM
2043,3228,3228,AZIDERM 20% CREAM 15GM,AZIDERM20%,CREAM 15GM, TUBE OF 15GM CREAM
2044,3229,3229,AZIDERM 20% GEL 15G,AZIDERM20%,GEL 15G, TUBE OF 15GM CREAM
2045,3230,3230,AZIDERM 20% GEL 15GM,AZIDERM20%,GEL 15GM, TUBE OF 15GM CREAM
2046,3227,3227,AZIDERM 20% CREAM 15G,AZIDERM20%,CREAM 15G, TUBE OF 15 GM GEL
2047,3228,3228,AZIDERM 20% CREAM 15GM,AZIDERM20%,CREAM 15GM, TUBE OF 15 GM GEL
2048,3229,3229,AZIDERM 20% GEL 15G,AZIDERM20%,GEL 15G, TUBE OF 15 GM GEL
2049,3230,3230,AZIDERM 20% GEL 15GM,AZIDERM20%,GEL 15GM, TUBE OF 15 GM GEL
2050,3232,3232,AZIFAST-250 TABLETS 6^S,AZIFAST-250,TABLETS STRIP OF 6, STRIP OF 6 TABLETS
2051,3233,3233,AZIFAST-500 TABLETS 3^S,AZIFAST-500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
2052,3237,3237,AZIFINE 250 TABLETS 10TABLETS,AZIFINE250,TABLETS, STRIP OF 10 TABLETS
2053,3237,3237,AZIFINE 250 TABLETS 10TABLETS,AZIFINE250,TABLETS, STRIP OF 10 TABLETS
2054,3252,3252,AZILDAC 40,AZILDAC40,, STRIP OF 10 TABLETS
2055,3253,3253,AZILDAC 40 TABLETS 10^S,AZILDAC40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2056,3254,3254,AZILDAC 80 TABLETS 10^S,AZILDAC80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2057,3255,3255,AZILDAC CT TABLETS 10*10,AZILDACCT,TABLETS 10*10, STRIP OF 10 TABLETS
2058,3259,3259,AZILIDE 250 TABLETS 10^S,AZILIDE250,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2059,3261,3261,AZILIDE 500 TABLETS 5^S,AZILIDE500,TABLETS STRIP OF 5, STRIP OF 5 TABLETS
2060,3264,3264,AZILIDE-500 3S,AZILIDE-5003S,, STRIP OF 5 TABLETS
2061,3259,3259,AZILIDE 250 TABLETS 10^S,AZILIDE250,STRIP OF 10 TABLETS, STRIP OF 6 TABLETS
2062,3261,3261,AZILIDE 500 TABLETS 5^S,AZILIDE500,TABLETS STRIP OF 5, STRIP OF 3 TABLETS
2063,3276,3276,AZILURA 40 TABLETS 10^S,AZILURA40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2064,3277,3277,AZILURA 80 TABLETS 10^S,AZILURA80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
2065,3279,3279,AZIMAX 100 DT TABLETS 3TABLETS,AZIMAX100DT,TABLETS, STRIP OF 6 TABLETS
2066,3281,3281,AZIMAX 200 DT TABLETS 3TABLETS,AZIMAX200DT,TABLETS, STRIP OF 6 TABLETS
2067,3282,3282,AZIMAX 250 TABLETS 10T,AZIMAX250,TABLETS 10T, STRIP OF 10 TABLETS
2068,3283,3283,AZIMAX 250 TABLETS 1*6,AZIMAX250,TABLETS 1*6, STRIP OF 10 TABLETS
2069,3282,3282,AZIMAX 250 TABLETS 10T,AZIMAX250,TABLETS 10T, STRIP OF 6 TABLETS
2070,3283,3283,AZIMAX 250 TABLETS 1*6,AZIMAX250,TABLETS 1*6, STRIP OF 6 TABLETS
2071,3285,3285,AZIMAX 500 TABLETS 3^S,AZIMAX500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
2072,3286,3286,AZIMAX 500 TABLETS 5^S,AZIMAX500,TABLETS STRIP OF 5, STRIP OF 3 TABLETS
2073,3285,3285,AZIMAX 500 TABLETS 3^S,AZIMAX500,TABLETS STRIP OF 3, STRIP OF 5 TABLETS
2074,3286,3286,AZIMAX 500 TABLETS 5^S,AZIMAX500,TABLETS STRIP OF 5, STRIP OF 5 TABLETS
2075,3292,3292,AZIPRO 250 TABLETS 6^S,AZIPRO250,TABLETS STRIP OF 6, STRIP OF 6 TABLETS
2076,3293,3293,AZIPRO 500 TABLETS 3^S,AZIPRO500,TABLETS STRIP OF 3, STRIP OF 3 TABLETS
2077,3296,3296,AZIRESP 250 10TABLETS,AZIRESP25010,TABLETS, STRIP OF 10 TABLETS
2078,3303,3303,AZIRUTH 500 TABLETS 1X3TABLETS,AZIRUTH500,TABLETS, STRIP OF 3 TABLETS
2079,3307,3307,AZITHRAL 250 TABLETS 10T,AZITHRAL250,TABLETS 10T, BOTTLE OF 30 ML LIQUID
2080,3308,3308,AZITHRAL 250 TABLETS 10TABLETS,AZITHRAL250,TABLETS, BOTTLE OF 30 ML LIQUID
2081,3309,3309,AZITHRAL 500 TABLETS 5T,AZITHRAL500,TABLETS 5T, BOTTLE OF 30 ML LIQUID
2082,3310,3310,AZITHRAL 500 TABLETS(NEW PACK) 5^S,AZITHRAL500,TABLETS(NEW PACK) STRIP OF 5, BOTTLE OF 30 ML LIQUID
2083,3320,3320,AZITHRAL XL 200 SYRUP 30ML,AZITHRALXL200,SYRUP 30ML, BOTTLE OF 30 ML LIQUID
2084,3307,3307,AZITHRAL 250 TABLETS 10T,AZITHRAL250,TABLETS 10T, STRIP OF 5 TABLETS
2085,3308,3308,AZITHRAL 250 TABLETS 10TABLETS,AZITHRAL250,TABLETS, STRIP OF 5 TABLETS
2086,3306,3306,AZITHRAL 250 DT TABLETS 5^S,AZITHRAL250DT,TABLETS STRIP OF 5, STRIP OF 5 TABLETS
2087,3307,3307,AZITHRAL 250 TABLETS 10T,AZITHRAL250,TABLETS 10T, STRIP OF 5 TABLETS
2088,3308,3308,AZITHRAL 250 TABLETS 10TABLETS,AZITHRAL250,TABLETS, STRIP OF 5 TABLETS
2089,3309,3309,AZITHRAL 500 TABLETS 5T,AZITHRAL500,TABLETS 5T, STRIP OF 5 TABLETS
